accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imagefile,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
E-011,0,,,,E-011,The Belhaven Eleven,,,,,,,,,,0,George Barton,,0,0,,,,,0,,,0,,,,,,,,,,,065\Default Record.JPG                                      ,2,,,,,,0.00,,,,,,0.000000,0,,,,,,0,,,,,,,0.000000,,,,,E-011,,,,,,,,,This book is light grey with a bright orange circle in the cover and a football player in a yellow outfit.,,,Winston,,,,,,,,,,,,,,,,,football,,,,,,,,The Bell Haven Eleven,,,,,,,,,,,,0,0,0.00,0.000,0.000,,,,,,,,,,,,,,2024-01-26T13:29:35,Unknown,,false,,8902AAF0-3BB0-4614-A480-265378523709
2016.014,0,,,,,,Gaylene J Chapman,2016-04-21,,,,,,,,0,,,0,0,,04/21/2016,"Franz Haberman
Ferdinand Haberman
Jerome Stumm
Haberman Family History.  White Binder with Frank Haberman on spine",,1825,,,0,,,,,,,,,,Museum,,0,,,,,,0.00,,,,,,0,2016,,,,,,0,Research area,,,,,,0,,2016-04-21,,,2016.014.001,Family History,,,,,,,"Franz Haberman
Ferdinand Haberman
Jerome Stumm",,,,,,,,,,,,,,,,,OK,Gaylene J Chapman,2016-04-21,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2016-04-21T15:47:42,Unknown,,false,,DD4F1E83-B840-4678-8ADF-611005215960
2016.026,0,,,,,2016.026.001,Gaylene J Chapman,2016-06-21,,,2016-06-21,Gaylene J Chapman,Fair,corners are worn,,0,Mary Ann Grossmann Tom Thomsen,Romane Dold,0,0,,1976,"The Minnesota Almanac 1982, Geography, Vital Statistics, Business and Industry, Communications, Sports, Fishing, Hunting and Wildlife.",,1654,,,0,,,,,,,,,,Museum,011\2016026001.JPG                                          ,1,,,,,,0.00,,,,,,0,1882,,,,,,0,Research area,,,south wall,,,0,,2016-06-21,,,2016.026.001,Book,Almanac,,,,,,"Business and
Communications,
Geography,
Hunting and
Industry,
Sports, Fishing,
Vital Statistics,
Wildlife.",,,,,,,,,Romane Dold,,,,,,,,Accession,Gaylene J Chapman,2016-06-21,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2016-06-21T15:32:34,Unknown,,false,,ECC83382-5923-4BD6-9592-322714324050
2016.031,0,,,,,2016.031.005,Bryanne Bose,2016-07-06,,,,,,,,0,,Maxine Gaul,0,0,,7-5-1996,"Little Miss and Mr. Iona pageant July 5th, 1996",,1996,,,0,,,,,,,,,,Museum,012\2016031005.JPG                                          ,1,,,,,,0.00,,,,,,0,1996,,,,,,0,Newspaper Room,East wall,,,,,0,,2016-07-06,,,2016.031.005,Videotape,,,,,,,,,,,,,,,,Maxine Gaul,,,,,,,,Accession,Bryanne Bose,2016-07-06,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2016-07-07T15:33:19,Unknown,,false,,172B45C4-40C8-4671-820B-084101213328
2016.031,0,,,,,2016.031.006,Bryanne Bose,2016-07-06,,,,,,,,0,,Maxine Gaul,0,0,,7-6-1996,Iona Centennial Parade July 6th 1996,,1996,,,0,,,,,,,,,,Museum,012\2016031006.JPG                                          ,1,,,,,,0.00,,,,,,0,1996,,,,,,0,Newspaper Room,East wall,,,,,0,,2016-07-06,,,2016.031.006,Videotape,,,,,,,,,,,,,,,,Maxine Gaul,,,,,,,,Accession,Bryanne Bose,2016-07-06,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2016-07-07T15:33:47,Unknown,,false,,A5EE25BB-26A5-494E-8610-803355659729
2016.031,0,,,,,2016.031.007,Bryanne Bose,2016-07-06,,,,,,,,0,,Maxine Gaul,0,0,,7-7-1996,"Iona centennial, quickstep and the Iona all-stars 
July 7th, 1996",,1996,,,0,,,,,,,,,,Museum,012\2016031007.JPG                                          ,1,,,,,,0.00,,,,,,0,1996,,,,,,0,Newspaper Room,East wall,,,,,0,,2016-07-06,,,2016.031.007,Videotape,,,,,,,,,,,,,,,,Maxine Gaul,,,,,,,,Accession,Bryanne Bose,2016-07-06,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2016-07-08T10:06:15,Unknown,,false,,A0D3459D-2823-40F9-B8BC-932009145654
2017.129,0,,,,,2017.129.001 001,Gaylene J Chapman,2017-09-29,,,,,,,,0,Maxine Pierson Eleanor Warren Peggy Southwick,Shirley Knapp,0,0,,1987,Slayton Centennial 1887 1987,,1887,,,0,,,,,,,,,,Museum,016\2017129001.JPG                                          ,2,,,,,,0.00,,,,,,0,1987,,,,,,0,Newspaper Room,north wall,,,,,0,,2017-09-29,,,2017.129.001,Book,,,,,,,,,,,,,,Donation,2-15-2017,Shirley Knapp,,,,,,,,Accession,Gaylene J Chapman,2017-09-29,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2017-09-29T16:39:08,Unknown,,false,,C70E6F39-6F11-47BD-B4D6-584849793422
2017.134,0,,,,,2017.134.001 002,Gaylene J Chapman,2017-10-06,,,,,,,,0,,Marlene Larson,0,0,,1915,Home Laundry Hints 1915,,1915,,,0,,,,,,,,,,Museum,016\2017134001-1.JPG                                        ,1,,,,,,0.00,,,,,,0,1915,,,,,,0,Newspaper Room,north wall,,Domestics,,,0,,2017-10-06,,,2017.134.001,"Book, Instruction",,,,,,,,,,,,,,Donation,05162017,Marlene Larson,,,,,,,,Accession,Gaylene J Chapman,2017-10-06,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2017-10-06T11:31:25,Unknown,,false,,F33AFC2F-9425-45C9-8972-970972928960
2017.134,0,,,,,2017.134.001 001,Gaylene J Chapman,2017-10-06,,,,,,,,0,,Marlene Larson,0,0,,,The Herb Doctor or natures road to health.  Guide to the preparation of valuable botanical medicines for home use. ,,0,,,0,,,,,,,,,,Museum,016\2017134002-2.JPG                                        ,1,,,,,,0.00,,,,,,0,0,,,,,,0,Newspaper Room,,,Domestics,,,0,,2017-10-06,,,2017.134.002,"Book, Instruction",,,,,,,,,,,,,,Donation,05162017,Marlene Larson,,,,,,,,Accession,Gaylene J Chapman,2017-10-06,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2017-10-06T11:32:28,Unknown,,false,,BCC43527-EEC0-4776-82C8-254909504696
2018.016,0,,,,,Front Cover,Rose Schmit,2018-09-13,Schools,Dinehart/Holt,2018-09-13,Rose Schmit,Fair,There is slight wear on the corners. The binding is very delectate and loose. Slight marks on the front and back covers.,,0,Edward T. Thorndike,,0,0,,1905,,,0,,,0,,,,,,,,,,Museum,017\2018016001.JPG                                          ,5,,,,,,0.00,,,,,English,0,0,,,,,,0,West wing,,,Library,,,0,,2018-09-13,,,2018.016.001,Book,,,,,,,"Florence Dinehart
Edward L. Thorndike
Amy Pressley",The book has a maroon cover. The writing of the spine is in a gold color. The pages are white/cream colored.,,The book was owned by Florence Dinehart whose signature appears on the first page. Donated by Amy Pressely.,The Mason-Henry Press,,"Syracuse, New York",Donation,11/21/2017,"Pressley, Amy",,,,,,,"Elements 
of
Psychology
Thorndike
A. G. Seiler",OK,Rose Schmit,2018-09-13,"Psychology
Students
Studying
Reading
Florence Dinehart
Edward L. Thorndike
Dinehart Holt House
Holt House
Dinehart House","Psychology
Students
Studying
Reading",,,,,,,,The Elements of Psychology ,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2019-01-29T12:54:46,Unknown,,false,,DA2A1C2E-6243-4BC7-9A07-323309457280
2018.017,0,,,,759.13 Gardner,Front Cover,Rose Schmit,2018-09-13,Art,Dihnhart/Holt,2018-09-13,Rose Schmit,Good,The dust jacket is torn on the front bottom and top back.,,0,Albert Ten Eyck Gardner,,0,0,,1961,,,0,,,0,,,,,,,,,,Museum,017\2018017001.JPG                                          ,5,,,,,,0.00,,,,,English,0,0,,,,,,0,West wing,,,Library,,,0,,2018-09-13,,,2018.017.001,Book,,,,,,,"John Holt
Winslow Homer
Albert Ten Eyck Gardner","The dust jacket has a painting of two men in front of a mountain on the front cover. The words: ""Winslow Homer"" are written in red under the photo and the words: ""American Artist: His World and His Work"" is written under Winslow Homer. The dust jacket on the back cover has a painting of a ship sailing with water crashing on a rock in the forground. Under the painting on the back cover is a description of Homer's work.",,The book is from the library of John Holt. One page 109 John Holt's grandfather is the model for the painting. Donated by the First Presbyterian Church.,Bramhall House,,New York ,Donation,07/13/2017,First Presbyterian Church,,,,,,,"Wilslow 
Homer
Winslow Homer 
Albert 
Ten Eyck
Gardner
Bramhall",OK,Rose Schmit,2018-09-13,"Art
Painting
Holt
Painting
Paintings
Books
Writing
John Holt
Dinehart
Dinhart Holt House","Art
Painting
Holt
Painting
Paintings
Books
Writing",,,,,,,,"Winslow Homer
American Artist: His World and His Work",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2019-01-29T12:55:41,Unknown,,false,,6543E28A-F89E-4B41-AF64-387709180311
2018.017,0,,,,759.13 Cooper,Front Cover,Rose Schmit,2018-09-13,Art,Dinehart/Holt,2018-09-13,Rose Schmit,Excellent,The only problem are some marks on the book under the dust jacket.,,0,Helen A. Cooper,,0,0,,1986,,,0,,,0,,,,,,,,,,Museum,017\2018017002.JPG                                          ,5,,,,,,0.00,,,0-300-03695-7,,English,0,0,,,,,,0,West wing,,,Library,,,0,,2018-09-13,,,2018.017.002,Book,,,,,,,"John Holt
Ruth Green
Helen A Cooper",The duct jacket is a print of a painting depicting boats in the water. The book under the dust jacket is navy blue. ,,"This book was a part of the John Holt Library. It was also owned by the United Presbyterian Church of Slayton. The painting on page 12 is of John Holt's grandfather. There are three other paintings that may be of Holt's grandfather as well on pages 171, 172, and 191.",Yale University Press,,New Haven & London,Donation,07/13/2017,First Presbyterian Church,,,,,,,"Winslow Homer Watercolors
Helen A. Cooper 
National Gallery of Art",OK,Rose Schmit,2018-09-13,"Art 
Winslow Homer 
Watercolors
Painting
Paintings
Libraries
John Holt
Holt House
Dinehart House
Dinehart Holt House","Art 
Winslow Homer 
Watercolors
Painting
Paintings
Libraries",,,,,,,,Winslow Homer Watercolors,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2019-01-29T12:55:47,Unknown,,false,,639FA2C4-592B-465B-9DFA-203707804145
2019.007,0,,,Editor: Deb Mulvey,,Front,,2019-01-29,,Library,2019-01-29,Rose Schmit,Excellent,The book looks as if it has not been read.,,0,,,0,0,,,,,0,,The Great Depression,0,,,,,,,,,,Museum,019\2019007003.JPG                                          ,3,,,,,,0.00,,,0-89821-099-2,,English,0,0,,,,,,0,West wing,,,Library,,,0,,2019-01-29,,,2019.007.003,Book,,,,,,,,The book has a hardcover. The cover is a maroon color with white and yellow writing and yellow accents. One the front cover is a photo of a family sitting down and eating at a dinning room table. The back cover has a photo of a man and woman with their arms around each other walking down a sidewalk. The book is 162 pages long. ,,This book was donated by the donor's niece: Karen Onken.,"Reiman Publications, L.P.",,"Greendale, WI",Donation,06/29/2018,"Bergman, Alice",,,,,,,'We Had Everything But Money' Reminisce Books,,,,,Depressions,,,,,,,,'We Had Everything But Money',Priceless Memories of the Greet Depression... from people who tell in their own words what it was like when banks closed and hearts opened.,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2019-01-29T13:04:59,Unknown,,false,,5755DC64-4935-42FC-811E-126929324710
2024.006,0,,,,,Fulda Raiders yearbook 1967,muecke,2024-01-16,,Library,,,,,,0,,,0,0,,1967,This is a 1967 Fulda Raiders yearbook . It is red in color and black and white on the inside. This book was dontated by Annette and Gary Feilder,,1968,,,0,,,,,,,,,,museum library .,065\2024006001.JPG                                          ,2,,,,,,0,,,,,,0,1967,,,,,,0,,,,,,,0,,2024-01-16,,,2024.006.001,1967 Fulda Raiders yearbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,high school,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-16T14:04:33,Unknown,,false,,95AC060E-9B51-4CBE-9FB7-983988199147
E-489,0,,,,E-489,,muecke,2024-01-25,,Library,,,,,,0,ROOSEVELT,,0,0,,1910,This book is leather bound with a golden lion head stamp on the cover.It has 327 pages.,,0,,,0,,,,,,,,,,,065\E489.JPG                                                ,3,,,,,,0,,,,,ENGLISH,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-489,Book,,,,,,,,,,,SCRIBNER SONS,,,,,,,,,,,,,,,,,Roosevelt was on safari in 1908 and this is his writings of that trip.,,,,,,,,African Game Trails 1,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:43:58,Unknown,,false,,83CDA427-8F98-46BB-9251-111640501339
E-384,0,,,,E-384,Lyytons,,2024-01-25,,LIBRARY,,,,,,0,LORD LYYTON,,0,0,,1890,"This is a 472 page book with a cardboard type paper/cardboard cover ., It is brown with  carvings in deep red  and a gold flower medallion in the middle with golden accents on the spine as well.",,0,,,0,,,,,,,,,,,065\E384-2.JPG                                              ,3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-384,book,,,,,,,,,,,"Belford,Clarke and Co.",,,,,,,,,,,,,,,,,,,,,,,,,Bulwer Lytton's works,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:34:13,Unknown,,false,,891AF1C7-5977-448F-84F6-221628405660
E-385,0,,,,E-385,,muecke,2024-01-25,,LIBRARY,,,,,,0,Stickney,,0,0,,1889,"This is a childs learner book from the date of 1889. It is very faded on the cover. Classics of Children, A SECOND READER is the title.",,0,,,0,,,,,,,,,,,065\E385.JPG                                                ,3,,,,,,0,,,,,english,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-385,book,,,,,,,,"faded tan with a darker brown lettering on the front and words on the back that are mostly unreadable
",,, Ginn and Co.,,,,,,,,,,,,,,,,,"poetry,spelling, sounding out words This is a general learning aid.",,,,,,,,A Secon Reader,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:36:00,Unknown,,false,,11A91237-0796-48F4-8967-144813179550
E-315,0,,,,E-315,washinton irving works,muecke,2024-01-25,,Library,,,,,,0,Geoffry Crayon,,0,0,,,34 short works by Washington Irving under Pseudoynm Geoffry Crayon..small stories including RIP VAN WINKLE and LEGEND OF SLEEY HOLLOW,,1819,,,0,,,,,,,,,,,065\E315.JPG                                                ,3,,,,,,0,,,,,english,0,1820,,,,,,0,,,,,,,0,,2024-01-25,,,E-315,book,,,,,,,,Dark blue cover with tan pages. Spine has golden letters,,,A.L. Burt-New York,,,,,,,,,,,,,,,,,,,,,,,,,Washington Irving Works,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:11:06,Unknown,,false,,7FF98BE8-BE13-4658-A2AA-198521034255
E-328,0,,,,E-328,the kings Jackal,,2024-01-25,,Library,,,,,,0,Richard Harding Davis,,0,0,,1903,The Kings Jackal: ,,0,,,0,,,,,,,,,,,065\E328.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-328,book,,,,,,,,"218 PAGE BOOK WITH RED BINDING,SPINE AND GOLD ACCENTS INCLUDING A STAMP ON THE FRONT ",,,SCRIBNERS,,,,,,,,,,,,,,,,,"Story of Exciling the King of Messina,written in 1903",,,,,,,,The Kings Jackal,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:16:36,Unknown,,false,,03B44B65-F1F9-4820-87ED-668093189145
E-367,0,,,,E-367,,muecke,2024-01-25,,Library,,,,,,0,Jean Ingelow,,0,0,,circa 1923,380 pages rust colored paper cover. Titled DON JOHN,,0,,,0,,,,,,,,,,,065\E367.JPG                                                ,3,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-367,book,,,,,,,,This is a small book with rust colored cover. It contains 380 pages.The spine has the book name and author printed in gold writing,,,"Sampson Low, Marston and Co",,,,,,,,,,,,,,,,,love story,,,,,,,,Don John,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:23:21,Unknown,,false,,6D6F0BDF-F6FB-4025-B543-091581288480
E-428,0,,,,E-428,girl of limberlost,muecke,2024-01-25,,Library,,,,,,0,Gene Stratton Porter,,0,0,,,A Girl raised in the Limberlost Swamp  vies for her mothers love and saving of the Limberlost swamp fro over  logging and oil xtractions..Takes place in Indiana,,0,,,0,,,,,,,,,,,065\E428.JPG                                                ,2,,,,,,0,,,,,,0,0,,,,,,0,,,,,,,0,,2024-01-25,,,E-428,book,,,,,,,,This has a green cover with White lettes for the title and authors name.It also has green flowers that are faded.,,,Grosset and Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,Girl of the Limberlost,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2024-01-25T16:07:49,Unknown,,false,,3D5C66AC-4082-49E2-97D1-911433984164
